,Student ID,Study Hours per Week,Attendance Rate,Previous Grades,Participation in Extracurricular Activities,Parent Education Level,Passed
969,S00970,2.8,81.7,84.2,Yes,High School,Yes
970,S00971,10.6,59.6,67.4,No,Associate,Yes
975,S00976,0.6,66.9,34.2,No,High School,Yes
983,S00984,9.8,80.2,83.1,No,Master,No
985,S00986,4.2,61.9,69.3,No,High School,Yes
988,S00989,8.9,81.1,69.2,Yes,Associate,No
990,S00991,11.0,73.0,86.2,No,Bachelor,No
992,S00993,8.8,64.7,73.4,Yes,Master,No
993,S00994,6.6,73.1,80.1,Yes,Associate,Yes
995,S00996,8.6,86.8,83.5,Yes,Master,Yes
996,S00997,19.0,90.2,71.8,Yes,Master,Yes
999,S01000,12.9,62.1,64.6,No,Associate,No
1000,S01001,17.0,63.6,51.9,Yes,Associate,Yes
1002,S01003,10.3,68.3,62.7,Yes,Associate,No
1003,S01004,6.8,82.2,68.4,No,Associate,No
1004,S01005,13.5,85.9,54.1,Yes,High School,Yes
1005,S01006,12.0,59.7,64.2,Yes,Associate,No
1007,S01008,13.2,71.9,95.7,Yes,Associate,Yes
1010,S01011,16.6,64.8,18.0,Yes,High School,Yes
1012,S01013,20.4,56.8,66.8,No,Bachelor,No
1013,S01014,6.6,48.0,67.4,No,Master,No
1014,S01015,18.7,60.9,89.6,Yes,Bachelor,No
1016,S01017,6.7,88.8,88.4,No,Associate,No
1018,S01019,8.4,56.0,57.3,Yes,High School,Yes
1019,S01020,12.1,36.0,67.9,Yes,High School,No
1020,S01021,12.6,81.3,66.9,Yes,High School,Yes
1023,S01024,20.7,77.0,54.4,Yes,Associate,No
1024,S01025,18.6,43.6,82.0,No,Bachelor,No
1026,S01027,10.2,72.5,52.6,No,Bachelor,No
1030,S01031,8.7,43.4,67.8,No,Bachelor,No
1031,S01032,1.7,60.5,82.3,Yes,Associate,No
1032,S01033,12.0,85.2,63.8,No,Associate,No
1033,S01034,13.2,62.3,88.2,Yes,Bachelor,Yes
1037,S01038,2.7,84.9,50.9,No,Associate,Yes
1039,S01040,15.2,60.7,67.7,Yes,High School,No
1040,S01041,18.4,83.8,75.5,No,Master,No
1041,S01042,7.7,56.1,61.9,No,Associate,Yes
1044,S01045,9.1,82.7,80.1,Yes,Bachelor,Yes
1047,S01048,2.1,86.9,58.1,Yes,High School,Yes
1048,S01049,17.4,55.1,63.7,No,Master,No
1051,S01052,12.0,44.7,44.7,No,Associate,No
1058,S01059,12.7,75.2,71.3,Yes,Associate,Yes
1059,S01060,8.1,62.9,55.1,Yes,Associate,Yes
1060,S01061,13.9,82.8,66.1,Yes,Master,Yes
1063,S01064,1.3,60.2,56.8,No,Bachelor,No
1064,S01065,8.2,51.0,37.1,Yes,Associate,No
1065,S01066,4.4,75.5,71.4,Yes,Associate,Yes
1066,S01067,3.5,75.1,69.9,Yes,High School,Yes
1069,S01070,11.7,86.2,81.2,Yes,Master,Yes
1070,S01071,9.8,84.1,30.2,No,High School,No
1073,S01074,3.6,51.1,64.6,Yes,Bachelor,Yes
1075,S01076,7.5,47.7,63.7,No,Master,Yes
1076,S01077,2.2,38.2,77.7,Yes,High School,No
1079,S01080,14.3,62.4,70.7,No,Master,Yes
1082,S01083,8.4,36.6,94.7,Yes,Bachelor,Yes
1084,S01085,11.9,65.2,69.8,No,Associate,Yes
1085,S01086,12.2,82.7,47.2,Yes,Associate,Yes
1090,S01091,9.6,36.6,58.9,No,Master,No
1091,S01092,9.8,85.1,65.8,No,Master,No
1092,S01093,13.6,85.5,52.1,No,High School,No
1094,S01095,13.7,64.8,71.1,No,Associate,No
1097,S01098,0.0,28.5,66.7,No,High School,Yes
1099,S01100,11.7,56.9,76.8,No,High School,No
1100,S01101,15.0,88.2,95.2,No,High School,Yes
1103,S01104,9.3,53.2,77.6,Yes,High School,Yes
1106,S01107,13.1,70.5,62.9,No,High School,No
1107,S01108,4.7,68.4,62.8,Yes,High School,Yes
1109,S01110,19.6,81.3,65.8,Yes,High School,No
1113,S01114,12.5,66.6,68.6,Yes,Bachelor,Yes
1114,S01115,10.8,69.1,38.2,Yes,Bachelor,No
1117,S01118,9.7,47.2,83.1,No,Bachelor,No
1118,S01119,11.0,97.7,79.5,Yes,Master,No
1119,S01120,15.3,60.6,46.5,No,Bachelor,No
1121,S01122,15.9,69.0,52.0,Yes,Master,Yes
1122,S01123,13.2,74.4,65.3,No,High School,No
1123,S01124,4.3,98.1,76.6,No,Associate,No
1125,S01126,4.3,56.5,51.4,Yes,High School,Yes
1128,S01129,9.7,84.7,72.7,Yes,Associate,Yes
1129,S01130,11.6,93.4,71.0,No,Bachelor,Yes
1130,S01131,11.6,70.2,51.8,Yes,High School,Yes
1133,S01134,12.3,80.1,52.6,Yes,High School,No
1134,S01135,8.8,80.6,42.8,Yes,Associate,No
1135,S01136,14.8,47.4,90.9,No,Bachelor,No
1136,S01137,15.9,62.2,91.5,Yes,Associate,No
1140,S01141,8.5,74.1,83.3,Yes,Associate,Yes
1141,S01142,16.9,94.4,74.1,No,Master,Yes
1143,S01144,10.6,82.1,90.3,No,Associate,No
1144,S01145,9.1,88.4,72.3,Yes,Associate,No
1146,S01147,4.5,60.5,85.4,No,High School,Yes
1148,S01149,18.0,57.5,81.1,No,Associate,No
1149,S01150,5.8,88.9,72.1,Yes,Bachelor,No
1154,S01155,18.2,78.3,99.1,No,Master,No
1155,S01156,15.0,95.2,49.3,No,Master,No
1156,S01157,6.6,71.4,79.1,Yes,Bachelor,No
1157,S01158,21.3,95.4,94.7,No,Associate,No
1158,S01159,14.9,82.3,71.0,No,Master,Yes
1159,S01160,8.4,80.8,60.2,No,High School,Yes
1161,S01162,21.5,45.9,57.6,Yes,High School,Yes
1162,S01163,3.1,66.5,51.4,No,Bachelor,Yes
1165,S01166,22.2,74.7,60.2,No,Associate,No
1166,S01167,16.9,96.7,57.7,Yes,Master,Yes
1167,S01168,12.8,80.6,68.2,Yes,Bachelor,No
1168,S01169,13.0,64.9,63.6,No,High School,No
1169,S01170,14.3,58.7,52.7,No,Bachelor,No
1170,S01171,13.8,62.9,42.1,Yes,High School,No
1171,S01172,11.4,78.2,43.1,Yes,Master,No
1172,S01173,10.5,67.5,47.0,Yes,Associate,Yes
1175,S01176,8.6,78.0,52.9,No,Master,No
1176,S01177,1.5,80.5,53.3,No,Bachelor,Yes
1177,S01178,9.5,58.5,46.2,Yes,High School,No
1179,S01180,4.5,71.8,46.1,No,Associate,No
1180,S01181,10.9,34.4,63.8,No,High School,Yes
1181,S01182,17.0,90.6,80.6,No,Associate,No
1183,S01184,2.1,69.6,65.8,No,Bachelor,No
1185,S01186,14.7,70.5,53.3,No,Master,No
1188,S01189,12.8,44.3,71.5,No,Associate,Yes
1190,S01191,10.5,92.5,53.9,No,Associate,No
1191,S01192,3.3,45.8,64.2,Yes,Master,No
1193,S01194,11.6,82.5,77.8,Yes,Associate,Yes
1194,S01195,2.0,80.7,54.1,Yes,Master,No
1196,S01197,9.9,58.5,52.7,Yes,Associate,No
1198,S01199,11.1,57.5,68.3,Yes,Master,Yes
1201,S01202,7.9,85.1,70.0,Yes,High School,No
1203,S01204,12.7,57.4,84.0,No,Bachelor,No
1205,S01206,10.2,57.1,78.6,No,High School,Yes
1206,S01207,6.5,71.5,84.0,No,High School,No
1212,S01213,6.4,53.4,64.8,No,High School,Yes
1213,S01214,14.5,49.7,62.4,No,Bachelor,No
1215,S01216,16.2,67.5,63.0,No,High School,Yes
1218,S01219,5.8,42.5,85.2,No,Associate,Yes
1219,S01220,20.7,94.7,81.2,Yes,High School,No
1221,S01222,11.5,79.8,29.3,No,High School,No
1224,S01225,9.1,79.2,75.2,Yes,Bachelor,No
1226,S01227,10.2,47.9,58.9,No,High School,No
1229,S01230,21.1,71.6,74.0,Yes,Master,Yes
1232,S01233,9.6,97.8,65.3,Yes,Bachelor,Yes
1234,S01235,6.0,66.0,79.5,Yes,Bachelor,No
1237,S01238,7.2,92.6,77.7,No,High School,Yes
1238,S01239,12.8,74.9,61.0,Yes,Bachelor,No
1239,S01240,18.1,58.5,53.9,No,Associate,No
1249,S01250,2.2,54.9,70.3,Yes,Bachelor,No
1254,S01255,16.1,48.1,97.6,Yes,Bachelor,No
1256,S01257,18.4,69.6,78.3,No,High School,Yes
1257,S01258,12.1,71.3,81.3,Yes,High School,No
1259,S01260,9.7,58.5,82.1,No,Bachelor,Yes
1263,S01264,5.4,67.6,60.9,Yes,High School,Yes
1264,S01265,10.8,83.7,91.0,No,Associate,Yes
1266,S01267,9.4,75.8,74.9,Yes,Bachelor,Yes
1268,S01269,6.3,60.7,71.7,No,Master,Yes
1274,S01275,16.1,45.7,50.4,No,Bachelor,Yes
1275,S01276,10.7,83.6,86.1,Yes,High School,Yes
1276,S01277,21.6,49.2,46.4,Yes,High School,No
1278,S01279,11.0,52.3,96.7,No,Associate,Yes
1279,S01280,8.5,42.2,83.7,Yes,High School,No
1281,S01282,9.2,85.4,51.7,No,High School,Yes
1282,S01283,13.5,93.4,50.3,No,Bachelor,Yes
1283,S01284,14.8,91.6,68.1,No,Bachelor,Yes
1284,S01285,6.1,71.6,57.6,Yes,High School,No
1285,S01286,3.3,74.4,68.5,No,Master,Yes
1288,S01289,4.5,49.8,67.2,Yes,High School,No
1290,S01291,11.9,48.7,53.4,Yes,High School,No
1293,S01294,14.2,78.3,53.3,No,Master,Yes
1295,S01296,9.5,95.2,46.2,No,High School,No
1297,S01298,8.5,95.7,67.3,Yes,Master,Yes
1299,S01300,11.6,61.5,59.1,Yes,Master,Yes
1301,S01302,15.0,76.4,74.3,Yes,Bachelor,Yes
1304,S01305,12.7,73.9,92.1,Yes,Associate,Yes
1306,S01307,10.1,55.7,91.0,No,High School,Yes
1307,S01308,10.0,85.7,75.3,Yes,High School,Yes
1308,S01309,15.4,96.0,68.7,No,Master,Yes
1310,S01311,9.9,84.7,79.1,No,Master,Yes
1311,S01312,14.1,58.8,54.2,No,Bachelor,No
1312,S01313,17.0,76.9,67.2,Yes,Associate,Yes
1313,S01314,12.8,68.4,61.4,Yes,High School,No
1316,S01317,4.7,61.8,95.0,Yes,Associate,Yes
1317,S01318,8.5,90.0,58.3,No,Master,Yes
1318,S01319,7.0,54.8,44.2,No,Bachelor,Yes
1319,S01320,9.1,49.0,51.9,Yes,Master,No
1320,S01321,10.3,59.3,52.3,Yes,Bachelor,Yes
1324,S01325,10.3,86.9,87.0,No,High School,No
1326,S01327,5.3,66.7,63.3,Yes,High School,No
1332,S01333,8.9,68.0,83.2,Yes,Associate,Yes
1334,S01335,10.7,75.8,81.0,No,Master,Yes
1336,S01337,6.9,51.1,58.1,Yes,Associate,Yes
1337,S01338,8.5,72.8,76.1,No,Associate,No
1338,S01339,8.1,85.6,54.6,Yes,Master,Yes
1339,S01340,10.9,99.8,34.5,Yes,High School,Yes
1340,S01341,10.8,52.2,69.0,No,High School,Yes
1341,S01342,10.0,58.2,66.9,Yes,Master,Yes
1344,S01345,14.7,80.7,67.1,Yes,Bachelor,No
1349,S01350,8.9,70.6,53.8,No,Associate,Yes
1350,S01351,4.1,53.4,50.7,No,Bachelor,Yes
1351,S01352,1.0,97.0,50.3,Yes,Associate,Yes
1352,S01353,12.7,68.0,60.6,No,High School,No
1353,S01354,13.8,85.5,65.9,No,Associate,No
1354,S01355,7.1,39.5,68.2,No,Associate,No
1356,S01357,7.3,61.3,31.4,No,Associate,No
1359,S01360,10.9,46.4,59.4,Yes,Bachelor,Yes
1367,S01368,5.3,72.5,96.7,Yes,Associate,Yes
1369,S01370,5.6,89.4,69.3,No,Bachelor,No
1370,S01371,9.1,70.3,47.2,Yes,Bachelor,No
1371,S01372,18.6,83.5,74.1,No,Associate,Yes
1372,S01373,3.1,63.7,72.3,No,Master,Yes
1374,S01375,17.4,98.9,69.1,No,Associate,Yes
1375,S01376,9.0,71.8,62.0,Yes,Associate,No
1376,S01377,6.7,57.5,47.2,No,Associate,Yes
1377,S01378,15.2,55.7,60.6,No,Associate,No
1378,S01379,7.0,76.5,95.9,No,Bachelor,No
1379,S01380,19.1,58.8,73.6,No,High School,Yes
1380,S01381,13.4,46.3,52.6,Yes,Associate,No
1385,S01386,11.5,55.7,78.8,No,High School,Yes
1387,S01388,17.8,62.7,70.9,Yes,Associate,No
1388,S01389,10.2,69.5,86.3,Yes,High School,Yes
1389,S01390,6.2,41.8,69.8,No,Master,Yes
1392,S01393,20.1,79.0,61.1,No,Bachelor,No
1395,S01396,10.9,63.5,49.1,Yes,Master,No
1396,S01397,3.3,87.1,57.4,No,Master,Yes
1398,S01399,16.0,81.3,80.2,Yes,Associate,No
1399,S01400,6.7,96.2,70.1,Yes,Associate,No
1403,S01404,13.6,75.6,47.5,Yes,Associate,No
1404,S01405,15.0,76.2,71.8,No,Bachelor,No
1408,S01409,8.4,63.8,86.6,No,High School,No
1411,S01412,12.8,44.0,80.8,No,Master,Yes
1412,S01413,12.3,61.0,63.0,Yes,High School,No
1413,S01414,20.8,91.4,64.3,No,Bachelor,Yes
1416,S01417,10.3,34.6,65.3,No,Associate,Yes
1417,S01418,11.3,80.9,78.2,No,Associate,Yes
1418,S01419,17.6,69.8,75.7,No,Bachelor,Yes
1419,S01420,12.5,94.8,53.8,Yes,Bachelor,No
1422,S01423,8.2,75.3,80.7,Yes,High School,Yes
1423,S01424,5.8,91.7,88.6,Yes,Master,Yes
1424,S01425,4.8,68.2,77.0,No,Bachelor,No
1426,S01427,20.3,67.0,72.9,No,Bachelor,Yes
1427,S01428,4.5,69.0,50.4,Yes,Master,Yes
1429,S01430,8.6,78.1,51.2,Yes,Associate,Yes
1430,S01431,11.5,14.6,58.2,No,Bachelor,No
1431,S01432,14.1,70.0,54.8,No,High School,No
1439,S01440,13.7,83.6,52.9,Yes,Master,Yes
1440,S01441,13.3,96.0,52.3,No,Bachelor,No
1444,S01445,12.0,68.8,47.9,Yes,Bachelor,Yes
1446,S01447,7.4,67.2,58.9,Yes,Bachelor,No
1447,S01448,12.9,44.6,57.8,Yes,Bachelor,Yes
1448,S01449,16.2,77.6,97.2,No,Associate,No
1457,S01458,11.9,84.8,66.5,Yes,Bachelor,No
1459,S01460,13.4,98.6,64.7,No,High School,Yes
1461,S01462,3.9,71.3,49.8,Yes,Associate,Yes
1464,S01465,7.1,58.1,58.7,No,Master,No
1467,S01468,12.0,98.2,69.6,No,Associate,No
1472,S01473,9.3,67.0,69.3,No,Bachelor,Yes
1473,S01474,10.1,71.4,86.2,No,High School,Yes
1474,S01475,6.1,93.6,61.8,Yes,High School,No
1477,S01478,12.1,64.7,65.4,Yes,Bachelor,No
1478,S01479,5.6,89.8,70.2,No,Associate,Yes
1479,S01480,7.8,66.1,67.1,No,Bachelor,Yes
1480,S01481,13.6,38.3,41.0,Yes,Master,Yes
1481,S01482,8.1,54.6,70.8,Yes,High School,Yes
1485,S01486,14.7,71.6,84.4,No,Bachelor,No
1486,S01487,2.9,84.8,76.7,Yes,Bachelor,Yes
1487,S01488,1.2,63.0,73.7,No,Master,No
1490,S01491,7.2,66.3,90.3,No,Bachelor,No
1493,S01494,10.9,87.3,76.0,Yes,Master,No
1494,S01495,17.7,87.9,39.4,No,Master,No
1498,S01499,15.1,60.1,36.2,No,Associate,No
1500,S01501,13.9,72.0,56.0,No,Bachelor,No
1501,S01502,7.2,62.5,56.7,Yes,Master,Yes
1503,S01504,10.0,57.6,20.7,No,High School,No
1505,S01506,7.7,56.0,98.4,Yes,Bachelor,Yes
1507,S01508,14.8,85.4,57.7,Yes,Associate,No
1508,S01509,10.4,89.4,72.3,No,Associate,No
1509,S01510,17.4,70.5,68.8,No,Master,Yes
1511,S01512,9.0,90.9,72.5,Yes,Associate,Yes
1515,S01516,9.4,76.2,85.1,Yes,High School,Yes
1518,S01519,4.9,72.1,53.0,Yes,Associate,Yes
1519,S01520,19.3,61.2,72.5,No,High School,No
1520,S01521,16.1,64.7,46.3,Yes,High School,No
1522,S01523,8.9,52.0,68.6,No,Master,No
1525,S01526,15.4,88.3,52.0,Yes,Associate,Yes
1526,S01527,19.4,27.9,50.9,Yes,Bachelor,Yes
1529,S01530,4.4,98.6,66.9,No,Bachelor,Yes
1531,S01532,1.2,45.2,67.8,No,High School,Yes
1532,S01533,11.6,50.0,60.0,Yes,Associate,No
1536,S01537,12.6,43.5,78.2,No,Associate,No
1537,S01538,7.3,69.1,42.4,Yes,Associate,No
1538,S01539,4.2,57.9,34.6,No,Bachelor,No
1541,S01542,18.9,64.1,45.7,Yes,Bachelor,Yes
1542,S01543,18.3,57.7,29.4,No,Master,No
1543,S01544,7.7,85.5,68.5,Yes,Associate,Yes
1545,S01546,12.3,67.6,47.5,No,Master,Yes
1546,S01547,5.0,85.2,55.0,Yes,High School,No
1553,S01554,5.9,92.6,58.4,Yes,Associate,No
1554,S01555,8.9,43.4,81.1,No,Master,Yes
1555,S01556,11.8,99.2,72.3,No,Bachelor,No
1556,S01557,14.6,82.2,67.9,No,Associate,No
1558,S01559,17.5,61.6,39.9,No,Associate,Yes
1559,S01560,8.6,86.6,67.9,No,Bachelor,No
1560,S01561,9.9,24.8,55.0,Yes,Master,No
1564,S01565,13.7,65.9,84.1,No,Bachelor,No
1568,S01569,2.2,78.4,50.3,No,High School,Yes
1571,S01572,3.7,75.5,64.3,No,Associate,No
1572,S01573,11.5,32.5,57.0,No,Master,No
1573,S01574,3.2,85.9,65.5,No,Bachelor,Yes
1575,S01576,9.8,94.7,59.4,Yes,Associate,No
1576,S01577,1.9,87.4,67.3,No,Bachelor,Yes
1580,S01581,11.0,75.9,88.7,Yes,Master,Yes
1581,S01582,15.7,63.2,47.5,Yes,Master,No
1586,S01587,10.9,91.8,48.5,No,Associate,No
1588,S01589,5.9,66.8,59.1,Yes,Associate,Yes
1589,S01590,10.4,75.9,92.1,Yes,High School,Yes
1593,S01594,14.5,48.0,52.2,No,Bachelor,No
1596,S01597,13.1,75.6,78.8,No,Associate,No
1597,S01598,20.3,76.0,53.4,No,Associate,Yes
1599,S01600,6.4,41.6,77.1,Yes,High School,Yes
1603,S01604,6.0,82.8,67.7,Yes,Associate,Yes
1604,S01605,7.6,61.3,63.6,Yes,Associate,No
1607,S01608,18.1,62.1,80.3,No,Associate,No
1608,S01609,11.6,70.4,69.9,No,Bachelor,Yes
1610,S01611,8.5,63.1,67.4,Yes,Associate,Yes
1611,S01612,2.2,66.9,63.8,No,Master,No
1612,S01613,14.4,53.1,54.9,Yes,Bachelor,Yes
1613,S01614,9.6,69.7,42.2,No,Associate,No
1614,S01615,9.1,76.1,47.3,No,Master,No
1615,S01616,26.0,66.9,52.3,No,High School,No
1616,S01617,11.5,29.0,80.9,No,Associate,Yes
1617,S01618,6.2,71.9,60.1,Yes,Bachelor,No
1618,S01619,7.9,74.1,83.3,Yes,High School,No
1622,S01623,14.6,66.5,60.6,Yes,Associate,No
1624,S01625,19.4,56.1,74.4,No,Bachelor,No
1625,S01626,15.4,85.1,83.8,Yes,Master,Yes
1626,S01627,7.8,91.8,32.0,Yes,Associate,Yes
1627,S01628,16.4,88.9,95.4,No,Bachelor,No
1629,S01630,14.3,63.3,66.5,Yes,Associate,Yes
1632,S01633,6.8,76.0,81.8,No,High School,Yes
1635,S01636,8.0,75.4,76.3,Yes,Bachelor,No
1636,S01637,5.2,74.9,46.4,Yes,Bachelor,No
1637,S01638,12.1,49.5,54.3,Yes,Master,Yes
1638,S01639,20.3,90.2,50.4,No,Associate,No
1639,S01640,4.7,87.1,29.4,No,Associate,No
1645,S01646,12.1,95.2,77.7,Yes,Bachelor,Yes
1647,S01648,14.9,68.2,55.2,No,Associate,Yes
1649,S01650,22.9,49.8,82.8,Yes,Associate,Yes
1651,S01652,11.6,56.9,69.4,No,Bachelor,No
1652,S01653,11.0,80.2,48.5,Yes,Master,No
1653,S01654,8.2,93.5,77.8,No,Bachelor,Yes
1655,S01656,8.5,89.5,38.7,No,Bachelor,No
1656,S01657,10.8,79.0,75.5,Yes,High School,No
1657,S01658,16.6,88.7,69.4,No,High School,No
1658,S01659,5.0,70.2,59.8,Yes,Associate,No
1661,S01662,9.4,41.4,82.4,Yes,Associate,Yes
1663,S01664,7.0,64.9,49.1,No,Bachelor,No
1664,S01665,16.5,42.7,65.8,Yes,Associate,Yes
1667,S01668,7.5,93.4,88.3,Yes,Associate,No
1668,S01669,14.2,90.7,59.7,Yes,Bachelor,Yes
1669,S01670,12.7,75.1,52.4,Yes,Bachelor,No
1673,S01674,5.4,56.9,62.7,No,High School,Yes
1680,S01681,12.0,82.7,77.5,No,High School,Yes
1681,S01682,9.9,45.4,67.0,No,High School,No
1682,S01683,5.5,78.4,65.6,No,Bachelor,No
1684,S01685,4.1,79.1,59.1,Yes,High School,No
1686,S01687,7.7,92.1,40.6,No,Master,Yes
1687,S01688,11.0,97.9,77.2,Yes,Bachelor,No
1688,S01689,11.4,71.9,67.0,No,Associate,No
1690,S01691,12.9,71.9,59.3,No,High School,No
1691,S01692,7.6,65.2,87.7,No,Master,No
1694,S01695,10.6,62.6,81.8,No,Associate,Yes
1697,S01698,6.6,72.9,39.6,No,High School,Yes
1698,S01699,12.6,75.1,76.5,Yes,Associate,No
1699,S01700,10.9,70.0,54.1,Yes,High School,Yes
1707,S01708,19.5,58.7,78.5,No,Associate,No
1708,S01709,9.3,88.2,71.6,No,Bachelor,No
1709,S01710,5.1,64.6,78.4,No,Associate,Yes
1710,S01711,15.5,44.1,59.9,No,Master,No
1711,S01712,9.4,40.1,45.1,No,Bachelor,Yes
1713,S01714,14.2,83.4,99.3,Yes,Master,Yes
1715,S01716,9.5,78.6,79.4,No,High School,Yes
1716,S01717,11.7,78.6,63.3,Yes,Master,No
1717,S01718,11.0,71.6,59.6,No,High School,Yes
1718,S01719,13.5,56.5,90.3,No,Bachelor,Yes
1719,S01720,7.8,79.8,66.4,No,Bachelor,No
1722,S01723,13.7,49.1,61.9,No,Associate,No
1728,S01729,11.8,74.9,76.7,No,Master,Yes
1729,S01730,19.2,63.7,66.8,Yes,Bachelor,No
1732,S01733,9.9,91.1,92.5,Yes,Master,No
1733,S01734,8.5,90.7,50.7,Yes,Bachelor,No
1742,S01743,10.4,42.4,33.1,Yes,High School,No
1743,S01744,15.8,79.3,58.5,No,Bachelor,Yes
1746,S01747,14.9,47.3,98.2,No,High School,No
1748,S01749,10.9,91.8,60.4,Yes,High School,Yes
1751,S01752,13.4,44.7,48.6,Yes,Associate,Yes
1752,S01753,6.7,66.5,31.8,No,Bachelor,No
1753,S01754,0.8,60.9,59.1,No,High School,No
1754,S01755,12.6,73.3,49.8,No,Master,Yes
1755,S01756,16.9,84.5,58.3,Yes,Bachelor,Yes
1758,S01759,18.1,84.4,55.3,No,High School,No
1762,S01763,10.4,85.3,77.3,Yes,Associate,Yes
1764,S01765,8.8,77.2,72.7,Yes,Master,No
1767,S01768,9.1,70.3,97.4,Yes,High School,No
1769,S01770,12.8,80.8,63.4,No,Associate,No
1772,S01773,6.9,84.6,67.9,Yes,Master,No
1773,S01774,11.0,21.5,73.7,No,High School,Yes
1783,S01784,13.8,66.4,48.6,Yes,High School,Yes
1784,S01785,10.4,96.4,44.6,No,Master,No
1786,S01787,8.5,62.8,62.5,No,Master,No
1787,S01788,6.2,90.5,50.4,No,High School,No
1790,S01791,0.6,74.2,79.2,No,Master,Yes
1791,S01792,10.6,99.6,60.0,Yes,High School,Yes
1792,S01793,9.2,56.3,44.7,No,Bachelor,No
1794,S01795,11.1,77.2,64.7,Yes,High School,Yes
1797,S01798,6.0,79.8,59.4,No,High School,Yes
1800,S01801,19.5,82.8,55.0,Yes,Associate,Yes
1801,S01802,9.7,49.4,52.8,No,High School,No
1803,S01804,2.4,83.6,30.8,Yes,Master,Yes
1804,S01805,1.0,57.8,56.5,No,Bachelor,No
1805,S01806,2.1,68.2,73.9,Yes,Master,Yes
1807,S01808,12.5,83.3,68.0,Yes,Bachelor,No
1808,S01809,2.1,55.7,40.4,Yes,High School,Yes
1810,S01811,7.6,87.5,85.1,Yes,Bachelor,No
1811,S01812,10.7,89.9,63.6,Yes,Master,Yes
1814,S01815,8.7,91.2,65.3,Yes,Master,No
1815,S01816,5.5,68.8,57.7,Yes,High School,Yes
1822,S01823,8.9,68.0,77.3,Yes,Bachelor,No
1824,S01825,10.8,56.4,57.2,No,Bachelor,Yes
1825,S01826,12.2,92.5,67.0,Yes,High School,Yes
1827,S01828,17.1,42.8,58.0,No,Master,Yes
1829,S01830,10.1,62.7,66.7,Yes,High School,Yes
1832,S01833,14.8,95.7,83.0,Yes,Associate,No
1833,S01834,11.4,72.8,74.0,Yes,Bachelor,No
1835,S01836,11.8,75.2,61.7,Yes,Bachelor,No
1838,S01839,9.8,49.3,88.2,No,Master,No
1840,S01841,9.4,89.6,89.9,Yes,Associate,Yes
1842,S01843,7.3,34.5,64.5,Yes,High School,No
1847,S01848,5.7,76.8,73.4,Yes,High School,No
1848,S01849,14.8,72.4,79.4,No,High School,No
1852,S01853,4.0,69.8,60.6,No,Associate,Yes
1853,S01854,14.6,85.7,69.6,No,Master,No
1861,S01862,14.1,44.9,71.7,No,Associate,Yes
1862,S01863,14.0,68.0,48.1,Yes,Associate,Yes
1863,S01864,1.3,32.5,80.2,No,High School,Yes
1864,S01865,16.5,75.2,77.2,No,Master,No
1865,S01866,1.7,84.3,32.9,No,Master,No
1867,S01868,15.6,63.0,25.8,No,Associate,No
1869,S01870,7.9,50.2,80.5,No,Master,No
1871,S01872,8.9,92.6,88.4,No,Associate,No
1872,S01873,8.5,73.2,75.6,No,Master,Yes
1874,S01875,16.6,54.4,56.4,Yes,High School,Yes
1876,S01877,7.2,60.6,57.8,No,Bachelor,No
1877,S01878,9.0,83.7,37.1,No,Master,Yes
1878,S01879,1.6,48.4,51.1,No,High School,No
1879,S01880,6.0,71.4,66.8,Yes,Associate,Yes
1882,S01883,3.8,90.0,55.3,No,Associate,Yes
1883,S01884,7.0,53.4,55.6,Yes,High School,Yes
1887,S01888,12.1,69.0,77.2,No,Associate,No
1888,S01889,7.6,87.4,82.3,Yes,High School,No
1889,S01890,9.9,97.9,70.5,No,Associate,No
1890,S01891,12.7,59.6,69.6,Yes,Associate,Yes
1895,S01896,8.1,95.3,99.6,Yes,High School,No
1896,S01897,8.7,69.7,56.5,Yes,High School,Yes
1900,S01901,13.5,42.1,61.4,No,High School,No
1901,S01902,8.3,26.9,58.5,No,Master,No
1902,S01903,15.9,76.2,58.3,No,High School,No
1903,S01904,11.8,93.1,74.1,No,Master,Yes
1904,S01905,9.5,85.0,77.9,No,Associate,No
1906,S01907,2.1,45.3,58.4,Yes,Associate,No
1907,S01908,4.4,93.6,56.3,No,Master,No
1909,S01910,10.7,61.6,78.2,No,Master,No
1910,S01911,18.7,91.5,87.1,Yes,Bachelor,Yes
1912,S01913,13.2,71.2,55.7,Yes,Master,No
1913,S01914,12.5,71.6,89.8,No,Bachelor,Yes
1914,S01915,1.0,86.2,84.9,Yes,High School,No
1915,S01916,7.3,69.3,50.1,Yes,Bachelor,Yes
1917,S01918,6.9,66.9,68.8,No,Bachelor,No
1919,S01920,7.6,46.2,51.4,No,High School,No
1920,S01921,0.1,70.3,66.3,Yes,High School,No
1921,S01922,13.7,54.8,81.3,Yes,High School,Yes
1922,S01923,4.6,81.9,62.0,Yes,Master,Yes
1924,S01925,20.4,94.6,86.3,No,Associate,Yes
1925,S01926,5.4,57.6,58.7,No,Master,No
1928,S01929,15.5,85.7,48.7,No,Master,No
1929,S01930,19.8,44.2,73.4,Yes,High School,No
1930,S01931,3.9,62.4,55.8,No,High School,No
1931,S01932,12.5,57.1,47.4,No,Master,Yes
1932,S01933,7.7,59.6,94.5,Yes,Master,No
1934,S01935,23.2,71.9,60.2,Yes,Bachelor,No
